# ma sinh vien; ma mon hoc; diem
SV01492;008;6.62
SV02008;006;6.79
SV00376;002;6.94
SV01412;005;6.66
SV00495;002;4.33
SV01384;005;9.37
SV00200;008;4.77
SV00304;013;7.19
SV00801;001;7.14
SV01782;006;9.83
SV00745;014;9.79
SV00018;005;6.58
SV01184;014;8.46
SV00127;002;5.68
SV01391;008;9.61
SV01529;003;7.06
SV02076;001;8.73
SV01387;005;5.56
SV01867;017;8.47
SV00698;005;9.01
SV00721;006;9.88
SV00023;004;8.59
SV01266;005;8.08
SV01183;007;4.84
SV00674;003;6.71
SV01512;006;4.84
SV00399;002;8.13
SV02093;008;9.17
SV00015;003;5.98
SV02094;004;7.23
SV00820;006;8.32
SV01541;001;8.56
SV01612;015;7.33
SV01208;015;7.15
SV02085;008;4.22
SV00282;008;4.82
SV02159;016;8.05
SV00964;013;4.71
SV00733;018;9.35
SV00390;004;6.51
SV01924;006;9.73
SV01302;014;6.56
SV00717;005;6.51
SV01694;004;5.90
SV01796;014;5.83
SV00360;006;6.01
SV00317;005;7.50
SV00390;009;5.97
SV00948;002;6.74
SV01967;006;4.52
SV01609;010;8.03
SV01815;016;7.23
SV00398;017;6.13
SV01182;017;6.62
SV01681;014;4.31
SV01791;013;4.86
SV00232;008;6.20
SV01246;001;9.67
SV00475;015;4.04
SV01889;009;8.94
SV01526;008;7.03
SV01035;017;7.92
SV01636;004;4.03
SV00943;006;6.31
SV00359;003;8.57
SV01065;003;9.10
SV01210;014;6.03
SV00292;004;5.43
SV01497;003;4.85
SV01803;003;6.08
SV02035;011;8.56
SV00905;004;5.96
SV00127;011;5.46
SV01192;004;5.13
SV01913;006;7.80
SV01613;003;6.73
SV01239;002;5.42
SV00543;014;6.54
SV01028;001;8.80
SV00719;004;5.93
SV01274;001;5.94
SV00931;013;8.39
SV00963;014;8.97
SV01300;002;6.63
SV02050;008;6.20
SV00767;001;6.45
SV02147;014;5.85
SV01702;009;7.44
SV01348;005;6.95
SV00235;009;9.13
SV01887;010;5.52
SV02137;007;5.01
SV00410;010;6.44
SV00365;003;9.51
SV01300;004;4.94
SV01531;011;6.56
SV01778;008;7.25
SV00101;004;9.66
SV01918;007;9.00
SV01754;005;4.38
SV01854;016;8.70
SV01212;006;9.10
SV00868;011;9.76
SV00450;003;6.42
SV01962;015;7.12
SV01184;007;6.17
SV00652;008;9.08
SV02140;015;6.59
SV01671;008;9.69
SV01110;005;9.11
SV01765;003;4.69
SV00731;010;9.08
SV00744;015;8.20
SV00327;007;5.00
SV01866;006;5.69
SV00043;014;4.87
SV01942;007;8.27
SV00567;009;4.82
SV01805;006;8.39
SV00906;015;7.60
SV01237;016;7.75
SV00359;018;6.04
SV00784;010;6.94
SV01464;014;8.87
SV01512;007;8.89
SV01862;005;9.56
SV01344;011;5.43
SV01991;015;4.05
SV00069;002;9.84
SV01411;003;8.14
SV00453;002;4.37
SV01208;007;6.44
SV00865;006;5.11
SV01317;015;8.64
SV00164;010;9.20
SV01014;017;5.12
SV02106;008;6.43
SV00674;007;5.74
SV01425;005;5.35
SV01975;011;6.93
SV00476;009;5.65
SV00964;008;4.01
SV01425;015;6.50
SV01859;002;6.18
SV01998;006;6.08
SV00691;007;8.66
SV00589;011;4.71
SV00912;003;9.12
SV01328;003;8.57
SV01843;014;9.93
SV00666;016;7.33
SV01603;008;8.69
SV00345;003;5.88
SV00998;008;4.41
SV00947;004;4.25
SV01184;006;7.24
SV00986;004;5.52
SV01884;011;4.41
SV00666;017;4.26
SV01643;016;4.51
SV00090;014;4.94
SV00252;011;5.32
SV01658;008;8.82
SV00481;001;6.26
SV01351;006;6.10
SV00034;011;4.80
SV01451;016;4.78
SV01022;018;6.13
SV00608;006;7.91
SV01546;009;7.75
SV00820;005;7.79
SV00466;015;5.62
SV00100;009;7.29
SV00658;001;9.65
SV01837;004;9.39
SV00925;013;7.04
SV00981;003;7.41
SV00559;008;8.45
SV01437;006;5.03
SV01846;015;5.26
SV00081;005;5.85
SV00616;006;7.85
SV01186;008;6.07
SV00544;006;7.60
SV00953;008;4.25
SV00127;010;7.34
SV02115;008;7.68
SV02114;003;4.93
SV01291;001;5.34
SV00912;005;4.84
SV00005;011;9.41
SV01575;003;8.66
SV01738;001;7.94
SV00770;003;6.04
SV01977;010;7.62
SV00084;007;4.69
SV00586;002;9.97
SV00091;015;7.55
SV00394;010;8.86
SV00824;009;7.05
SV01992;008;6.96
SV02147;006;8.25
SV01537;003;9.59
SV01517;006;5.79
SV01970;005;9.06
SV01691;013;7.18
SV01848;014;7.23
SV01079;004;9.41
SV01724;003;9.39
SV01518;005;9.85
SV01030;004;9.28
SV00975;005;9.14
SV00100;004;4.27
SV02044;003;9.03
SV00043;013;5.06
SV00409;007;5.45
SV00742;005;5.50
SV01200;008;5.92
SV00875;017;7.15
SV01361;005;8.82
SV02165;005;5.84
SV00193;003;5.74
SV00303;002;6.47
SV00534;016;6.11
SV00490;015;6.96
SV01901;007;4.08
SV00319;010;8.97
SV00478;003;9.81
SV02040;014;8.23
SV00225;013;7.66
SV01350;006;9.18
SV00961;005;8.72
SV01561;017;9.20
SV01504;005;5.43
SV00166;008;6.04
SV00387;008;7.53
SV01159;009;9.01
SV00370;018;9.59
SV01917;010;7.76
SV00931;016;7.19
SV01984;001;4.64
SV00267;004;6.82
SV00655;014;5.40
SV01892;011;4.17
SV00417;007;8.39
SV00359;006;6.91
SV02128;002;6.33
SV01740;017;9.48
SV00100;011;9.47
SV01589;016;7.02
SV01119;013;9.65
SV00197;006;7.80
SV01155;007;4.57
SV00131;017;8.70
SV00543;007;5.19
SV01718;016;4.07
SV01637;017;5.83
SV01260;015;5.46
SV00128;005;5.44
SV01864;013;6.46
SV01548;011;9.14
SV00081;013;5.40
SV02036;006;7.91
SV00115;011;6.68
SV00444;005;5.74
SV00495;006;6.13
SV01779;008;8.25
SV00328;006;7.51
SV00389;009;6.44
SV01777;009;4.58
SV01853;018;9.53
SV02036;018;6.12
SV00334;003;6.82
SV01544;008;7.35
SV00131;014;7.45
SV00234;001;9.44
SV02123;008;7.22
SV00664;018;5.10
SV01525;018;9.80
SV00081;004;5.47
SV02040;005;7.56
SV01357;009;6.12
SV00181;008;7.21
SV01877;005;4.68
SV01529;017;4.75
SV00435;013;8.20
SV00473;017;5.14
SV00978;016;8.06
SV00234;011;5.29
SV00059;010;6.10
SV00300;007;7.80
SV01971;007;6.85
SV01570;008;4.71
SV01594;003;9.87
SV01510;005;4.65
SV01651;013;5.78
SV00879;003;4.08
SV01602;008;7.79
SV01444;013;4.76
SV01675;003;9.43
SV02116;013;9.81
SV01446;001;7.35
SV01683;006;8.54
SV01026;004;7.44
SV00496;004;5.27
SV00174;004;8.19
SV00376;007;5.36
SV00516;004;5.81
SV02085;010;7.41
SV00163;017;8.16
SV01676;010;4.96
SV02015;018;7.28
SV01706;005;9.57
SV01517;010;9.97
SV00019;005;7.67
SV00101;010;6.45
SV01159;001;9.03
SV00981;005;7.62
SV00091;018;4.84
SV01706;003;6.18
SV01671;009;8.65
SV02027;006;9.42
SV00645;003;6.94
SV00340;004;8.45
SV01423;014;5.44
SV01499;007;9.32
SV00445;013;4.74
SV00820;002;8.23
SV01667;009;7.66
SV00248;005;5.83
SV01723;018;8.57
SV01749;015;4.23
SV01399;007;5.23
SV02008;001;6.23
SV01167;008;6.17
SV01011;007;4.56
SV02151;006;6.24
SV01350;003;9.62
SV01609;007;6.61
SV00976;016;7.62
SV00998;016;4.62
SV00434;004;5.16
SV01380;009;6.44
SV01559;008;6.10
SV01372;007;4.81
SV00475;005;7.55
SV01917;011;5.26
SV01226;013;4.47
SV00811;008;8.50
SV00498;001;9.62
SV00082;010;4.43
SV00115;009;6.50
SV01290;008;9.13
SV01588;018;7.81
SV01575;011;5.70
SV01841;010;6.82
SV01367;001;6.54
SV01458;016;5.59
SV00870;009;5.16
SV01469;008;4.63
SV01901;013;5.09
SV00649;007;9.77
SV01331;011;8.58
SV00241;016;5.12
SV00795;002;6.81
SV00782;007;6.13
SV00578;009;7.79
SV01440;007;5.64
SV00026;015;4.45
SV01953;007;8.52
SV00516;008;9.63
SV01760;011;6.56
SV02052;014;4.99
SV01351;010;5.29
SV00388;018;7.46
SV01911;007;9.35
SV01420;005;4.24
SV01338;009;7.21
SV01666;013;5.30
SV00181;011;6.36
SV02025;014;8.76
SV01256;008;8.44
SV02029;006;9.88
SV01399;010;8.52
SV00941;008;9.44
SV00371;003;6.49
SV01999;011;6.78
SV00713;006;7.12
SV01410;014;6.83
SV01656;017;9.39
SV00282;013;8.85
SV01097;003;4.94
SV00504;016;4.85
SV01869;001;7.63
SV01108;011;9.88
SV01094;003;6.55
SV00272;014;9.39
SV00674;017;4.20
SV01680;006;9.14
SV01163;018;4.64
SV02119;018;5.22
SV01671;007;8.13
SV00807;003;8.56
SV01624;007;8.60
SV02070;017;8.52
SV01570;001;9.07
SV00712;003;8.09
SV00763;014;7.01
SV01827;013;6.42
SV01205;003;6.33
SV01351;005;4.29
SV01815;007;6.37
SV00008;003;6.54
SV00292;008;5.82
SV01826;016;4.61
SV00113;007;4.19
SV01190;017;7.77
SV00782;005;6.14
SV00396;009;9.96
SV02065;004;8.17
SV00329;005;6.63
SV01097;010;8.48
SV01200;005;5.13
SV01851;007;7.45
SV01628;014;9.27
SV00821;003;5.76
SV01616;008;7.01
SV00577;004;5.45
SV01843;013;8.99
SV02107;016;4.40
SV01779;015;7.02
SV01104;003;7.12
SV01298;006;9.53
SV01816;014;4.68
SV00752;014;6.95
SV00234;008;9.69
SV01161;008;8.17
SV00076;015;7.60
SV00858;013;6.24
SV01969;011;6.33
SV00739;008;7.30
SV00135;018;6.70
SV01592;015;4.26
SV00075;005;5.37
SV00535;014;5.20
SV01973;006;4.80
SV00718;006;5.23
SV02046;003;4.70
SV01882;013;9.23
SV00132;005;7.16
SV00406;003;7.58
SV01806;008;7.19
SV00406;005;7.83
SV01083;002;5.62
SV00978;006;8.77
SV00187;002;8.61
SV01710;002;5.60
SV01446;007;6.27
SV01187;005;8.92
SV01653;014;5.65
SV00781;002;7.50
SV01353;001;4.72
SV01563;003;5.70
SV01035;014;4.66
SV01345;017;5.30
SV00866;006;5.15
SV01815;015;6.23
SV01461;018;4.81
SV00589;009;5.71
SV01353;004;4.64
SV00323;006;7.53
SV01169;015;9.99
SV01527;015;8.86
SV00168;005;6.02
SV01728;014;4.02
SV01344;008;9.55
SV00335;008;4.19
SV00676;001;8.97
SV00864;008;4.62
SV02008;009;9.94
SV01986;008;6.70
SV00615;005;8.99
SV00303;004;8.90
SV01636;008;5.94
SV00736;008;9.30
SV01070;004;7.77
SV02011;004;5.94
SV00263;006;6.15
SV01109;004;7.55
SV01313;018;6.00
SV01483;007;6.17
SV00070;006;8.30
SV01054;014;8.98
SV00740;003;7.40
SV00335;004;6.44
SV01458;007;6.10
SV01656;014;5.98
SV00394;009;8.00
SV02097;006;6.20
SV00763;007;4.74
SV00720;004;8.47
SV00112;008;6.81
SV01546;006;7.76
SV00808;013;8.73
SV00793;004;5.15
SV00723;014;8.44
SV00357;002;8.33
SV01828;007;6.65
SV00075;011;7.30
SV00796;010;7.45
SV01808;005;6.92
SV01248;006;5.78
SV00639;018;6.30
SV01562;011;4.65
SV01710;011;4.24
SV02151;001;8.11
SV01893;002;4.42
SV00006;006;9.18
SV01102;008;4.25
SV01483;006;6.71
SV01098;008;4.61
SV01200;017;4.89
SV01350;015;9.03
SV00742;011;6.22
SV00280;001;5.76
SV00638;003;8.25
SV00179;008;6.49
SV02065;009;6.62
SV00920;003;5.60
SV01088;017;5.34
SV01843;004;8.98
SV01517;008;9.97
SV01517;003;9.14
SV00223;005;6.62
SV01631;015;4.92
SV00292;013;5.86
SV01976;001;9.64
SV02072;008;8.48
SV02016;006;6.94
SV01190;004;8.28
SV00510;018;5.72
SV00875;003;9.77
SV00864;014;7.87
SV01579;016;8.24
SV02058;014;9.01
SV01591;003;8.53
SV01348;017;8.52
SV01276;004;5.70
SV00369;013;5.84
SV01631;014;8.60
SV00079;013;8.16
SV00742;001;7.37
SV01358;007;6.45
SV01805;008;9.67
SV01177;007;5.79
SV01621;009;4.77
SV00858;006;4.58
SV02018;007;4.43
SV01905;003;8.96
SV01898;015;5.17
SV00340;008;5.09
SV01934;018;6.38
SV01091;010;9.49
SV00506;008;8.08
SV01210;005;6.11
SV00332;001;8.37
SV00900;018;6.39
SV01444;006;6.51
SV01878;003;7.59
SV02089;006;7.44
SV01209;016;9.59
SV00243;013;6.56
SV01350;007;5.24
SV00329;003;5.61
SV00478;006;9.03
SV01322;010;9.79
SV00858;018;5.42
SV01225;002;4.49
SV00144;003;5.99
SV02167;006;9.65
SV00081;017;8.19
SV01161;013;6.78
SV00577;003;6.52
SV01798;005;9.46
SV00174;006;8.36
SV02102;008;4.31
SV01358;008;9.88
SV00927;003;5.00
SV01973;003;7.89
SV01781;003;4.26
SV01944;003;6.69
SV01598;004;6.21
SV02151;005;9.59
SV00279;018;4.60
SV00090;005;4.81
SV01674;011;7.46
SV00825;007;9.95
SV01411;013;4.34
SV02121;007;5.97
SV01249;010;7.32
SV01190;007;7.36
SV01186;014;5.12
SV01386;006;7.89
SV00906;016;5.42
SV00168;008;7.60
SV01733;018;6.46
SV00028;004;5.35
SV00850;010;5.94
SV01104;008;9.67
SV00424;018;5.76
SV00544;007;5.04
SV01935;011;6.87
SV00868;001;8.86
SV00016;018;9.90
SV00017;003;9.40
SV01101;016;7.95
SV00408;006;6.83
SV01381;017;4.14
SV01464;008;7.80
SV00621;006;4.74
SV00628;016;8.97
SV02139;006;5.18
SV00368;006;6.67
SV01849;010;9.71
SV01129;014;8.81
SV01875;015;5.54
SV01298;004;5.83
SV01523;003;4.47
SV01845;006;7.07
SV00892;001;6.70
SV01244;017;7.38
SV00136;002;9.71
SV00232;006;7.25
SV01603;006;8.65
SV00438;013;8.81
SV00285;005;8.75
SV01475;001;7.19
SV00478;005;8.24
SV01887;005;8.89
SV01614;002;9.69
SV00170;005;6.79
SV00195;005;8.41
SV01865;015;8.79
SV01934;016;9.67
SV00909;018;7.21
SV01859;006;5.07
SV00963;005;9.41
SV01270;003;8.24
SV00260;007;4.66
SV01917;006;5.40
SV00804;009;5.89
SV00656;003;7.25
SV00449;016;5.16
SV00564;015;6.21
SV01485;006;9.59
SV00456;009;4.27
SV00678;004;4.96
SV01120;006;9.90
SV01174;003;4.24
SV00846;010;7.84
SV01217;010;7.47
SV00769;014;6.12
SV01516;017;4.39
SV00817;008;9.26
SV00981;001;9.69
SV00907;003;7.23
SV01445;001;6.92
SV01821;004;8.87
SV00081;015;5.53
SV00647;009;4.82
SV01603;003;4.35
SV01949;002;8.52
SV01003;015;9.10
SV01225;001;9.23
SV02044;007;8.37
SV00174;013;8.71
SV01282;010;5.21
SV01263;003;8.06
SV00113;015;9.41
SV01030;002;5.11
SV00126;016;8.55
SV01687;014;4.75
SV00279;017;5.94
SV00499;007;7.87
SV00825;011;7.61
SV01954;009;5.44
SV01953;013;8.79
SV00934;006;9.99
SV00403;007;4.06
SV01791;018;8.12
SV01059;013;7.36
SV01495;004;4.20
SV00189;002;4.12
SV02040;018;6.53
SV01080;007;9.27
SV00573;006;4.30
SV01869;003;5.21
SV01688;006;7.82
SV01525;004;9.16
SV01042;010;7.70
SV01385;009;7.46
SV01331;003;8.60
SV01822;009;4.82
SV01582;009;5.65
SV01749;018;9.35
SV00869;017;4.02
SV00781;001;8.48
SV01385;001;5.25
SV00473;014;6.11
SV01791;016;9.46
SV00400;008;4.41
SV00608;018;5.02
SV01169;006;8.15
SV02069;011;4.77
SV00283;018;7.83
SV00865;007;8.89
SV00269;013;8.31
SV01345;008;5.73
SV00925;006;5.16
SV00613;007;8.15
SV00414;007;8.68
SV01929;005;8.60
SV00836;002;5.38
SV01473;018;6.80
SV00526;007;7.48
SV00455;008;5.25
SV01793;009;8.99
SV01741;005;4.59
SV00263;004;5.89
SV01643;008;5.79
SV01181;004;7.65
SV00944;008;4.82
SV00488;007;7.94
SV00525;004;8.09
SV00239;008;5.58
SV00788;008;4.81
SV00772;001;4.08
SV02044;006;8.82
SV01187;001;8.68
SV01611;005;7.03
SV01064;010;9.39
SV01355;008;6.85
SV00527;008;9.82
SV00145;014;4.82
SV01508;001;9.59
SV01375;001;8.92
SV01156;018;5.22
SV01209;006;4.07
SV00415;008;6.87
SV01894;013;5.66
SV01770;003;6.34
SV01167;010;7.97
SV00128;013;8.77
SV01088;008;7.01
SV00235;006;9.22
SV00864;005;9.12
SV00395;018;6.71
SV01063;002;7.05
SV00563;004;5.18
SV00702;003;8.28
SV00531;014;7.68
SV01035;016;4.74
SV00271;007;8.15
SV01461;003;8.21
SV00263;010;5.16
SV00493;005;4.06
SV01764;010;8.62
SV00990;014;8.97
SV00599;004;9.88
SV01181;006;8.68
SV01167;007;6.08
SV00556;008;7.24
SV00864;003;6.97
SV01717;005;7.80
SV00804;001;4.83
SV00189;004;8.49
SV00824;003;6.50
SV01918;006;6.35
SV01602;010;9.70
SV01639;009;4.34
SV00340;005;7.20
SV01387;002;9.52
SV01772;006;4.94
SV01971;015;4.28
SV01559;002;6.81
SV01073;010;4.93
SV00894;003;5.10
SV01631;008;6.87
SV00722;004;6.19
SV00540;018;5.91
SV01546;003;9.03
SV00583;015;7.26
SV00975;004;5.74
SV00804;003;7.59
SV01011;008;6.16
SV00002;008;9.68
SV01289;011;5.78
SV00493;016;9.42
SV00957;002;7.42
SV00475;018;7.00
SV01026;007;6.88
SV00083;005;7.95
SV01612;005;4.88
SV01445;005;6.16
SV00176;006;9.09
SV00228;003;7.23
SV01090;005;8.72
SV01522;011;6.40
SV01861;004;4.51
SV00869;005;9.06
SV01047;013;7.08
SV01949;008;9.93
SV01338;011;5.49
SV00484;004;7.21
SV01718;018;8.06
SV00464;005;7.05
SV00347;003;6.09
SV00610;011;4.63
SV02052;018;4.76
SV00286;004;4.66
SV01975;010;9.68
SV01139;011;4.04
SV00907;001;6.20
SV01764;005;4.97
SV01878;007;7.85
SV01475;005;4.29
SV00980;005;8.82
SV00018;007;9.11
SV01799;003;9.71
SV00199;006;4.50
SV00370;004;5.05
SV01314;007;8.78
SV01581;007;6.58
SV00508;011;9.24
SV01407;011;7.08
SV00123;007;4.02
SV01889;008;4.15
SV01263;004;8.21
SV01013;008;4.54
SV01465;006;7.17
SV00321;008;6.57
SV01056;006;6.06
SV00685;017;5.37
SV01612;008;7.69
SV00823;008;8.02
SV00508;003;5.66
SV01917;007;9.51
SV01827;007;9.97
SV00717;008;9.27
SV00911;001;5.80
SV01798;006;5.01
SV00424;007;9.94
SV00144;004;8.69
SV00945;018;6.36
SV01155;001;4.95
SV00438;006;9.16
SV00682;006;6.03
SV01170;018;9.87
SV01033;005;4.32
SV01537;013;8.31
SV01423;017;6.00
SV01475;008;6.23
SV00641;004;6.42
SV01286;007;8.70
SV00943;011;6.98
SV00702;006;5.15
SV00966;007;4.01
SV00296;008;4.78
SV00784;011;6.88
SV00917;003;4.55
SV00219;013;9.39
SV02139;002;6.65
SV01210;003;9.01
SV01294;010;5.92
SV00744;003;6.68
SV00323;007;9.85
SV00751;001;7.06
SV01229;017;4.40
SV00930;005;7.54
SV01466;008;6.92
SV00865;014;5.81
SV00846;009;9.29
SV00528;008;4.65
SV00445;014;5.45
SV00164;004;9.27
SV00389;008;9.05
SV00814;006;6.08
SV00801;011;5.46
SV01322;004;8.20
SV01434;006;9.03
SV01795;011;4.81
SV01967;003;6.00
SV01060;004;8.50
SV00395;004;6.08
SV00938;009;7.94
SV00219;018;5.40
SV00301;006;5.40
SV02052;017;5.89
SV00638;007;7.06
SV00066;006;6.25
SV00070;015;6.57
SV01302;018;6.71
SV00852;009;9.43
SV01119;005;9.12
SV01516;008;4.42
SV00523;011;7.57
SV00578;008;7.51
SV01257;001;4.20
SV01394;015;5.75
SV00408;018;4.39
SV00229;008;4.16
SV01872;015;7.04
SV01663;004;6.11
SV01291;008;9.17
SV02070;004;9.74
SV01931;002;9.48
SV01172;007;7.84
SV00364;003;8.25
SV01259;001;8.25
SV00802;005;4.72
SV01903;010;5.90
SV01108;006;6.83
SV00399;010;8.47
SV02056;015;9.44
SV01652;006;6.00
SV02022;009;9.11
SV00968;011;8.12
SV01749;003;4.28
SV01469;005;9.41
SV01680;010;7.09
SV01537;007;7.35
SV00808;016;5.30
SV01688;008;5.79
SV01334;018;9.82
SV01690;013;4.40
SV01026;009;9.90
SV01965;007;4.95
SV01594;008;9.88
SV02167;013;4.79
SV02128;005;8.62
SV01332;005;8.59
SV00500;014;4.80
SV00370;017;8.81
SV00239;001;8.37
SV00645;009;4.83
SV00780;018;5.30
SV00676;009;5.40
SV01577;002;6.94
SV01872;008;8.53
SV00650;004;7.21
SV01676;008;5.04
SV01652;011;7.67
SV01507;016;9.44
SV00222;013;5.45
SV00768;003;9.01
SV02114;013;9.63
SV00844;017;5.69
SV01210;016;6.51
SV00156;003;6.60
SV00905;014;5.18
SV00761;018;9.48
SV01933;004;8.42
SV00879;013;8.32
SV01989;003;8.76
SV01940;003;7.70
SV01749;005;5.62
SV00761;004;4.96
SV01814;015;9.10
SV00342;002;5.72
SV00938;002;6.31
SV00149;014;6.24
SV00691;013;8.41
SV01845;017;7.33
SV00358;016;8.41
SV01634;013;5.53
SV01011;001;8.62
SV00594;017;6.34
SV01772;004;6.57
SV01014;016;7.16
SV00035;010;9.68
SV00671;008;6.20
SV01091;003;8.34
SV01567;005;8.17
SV01487;004;6.25
SV01313;017;8.98
SV00486;004;9.64
SV01533;011;8.42
SV01576;008;4.95
SV01582;011;4.83
SV01423;013;6.49
SV02027;001;8.02
SV00977;017;7.28
SV00886;003;8.18
SV01290;006;4.57
SV00783;001;8.48
SV00143;003;7.62
SV00395;008;7.49
SV02132;008;7.89
SV01100;005;9.30
SV00621;005;8.20
SV00173;008;5.53
SV00515;010;7.14
SV00751;004;5.41
SV01351;002;7.03
SV00798;007;5.52
SV01206;008;5.40
SV00031;004;9.07
SV01724;018;7.37
SV00324;009;6.79
SV00680;004;6.23
SV01541;002;8.74
SV00304;006;5.29
SV01791;004;4.73
SV00870;006;8.46
SV00752;007;5.50
SV02163;018;8.20
SV00394;003;9.72
SV01883;001;7.32
SV01589;013;8.67
SV01156;013;5.55
SV00499;005;4.31
SV00666;004;4.22
SV00313;011;7.90
SV01504;006;4.51
SV00365;011;6.26
SV01774;017;9.62
SV00481;008;6.71
SV01056;009;5.91
SV00106;008;8.03
SV00495;004;5.67
SV01667;003;9.51
SV01710;009;5.07
SV01856;003;4.19
SV01998;016;4.61
SV01626;005;7.56
SV00278;007;8.50
SV00404;006;8.83
SV01523;007;7.41
SV02069;002;9.63
SV01297;003;9.18
SV00069;006;6.05
SV00296;009;5.29
SV00423;004;4.75
SV00980;010;7.29
SV01643;007;8.28
SV01741;016;5.80
SV00733;006;5.55
SV01691;004;6.07
SV01848;018;4.18
SV01142;014;9.28
SV00977;007;9.66
SV00772;011;4.69
SV01815;014;9.23
SV00769;016;5.66
SV00820;003;6.63
SV01971;016;9.94
SV00501;007;8.01
SV00239;003;6.02
SV00388;006;6.51
SV00017;005;6.02
SV00143;004;7.63
SV00639;017;9.63
SV00410;004;5.56
SV01779;004;6.01
SV00306;009;4.38
SV00620;003;5.05
SV00503;005;7.07
SV00503;008;4.29
SV00362;002;8.84
SV01613;007;7.97
SV02051;005;8.25
SV00901;010;8.47
SV00291;002;6.81
SV00909;006;6.29
SV01405;014;7.46
SV01167;011;7.94
SV01453;006;8.24
SV01888;004;6.69
SV00368;008;5.18
SV01011;003;7.52
SV01808;008;7.35
SV01778;006;4.09
SV00127;005;6.92
SV00163;018;8.60
SV00821;008;6.24
SV01249;009;7.48
SV01749;017;8.84
SV00422;004;5.14
SV00667;002;5.57
SV00212;003;6.21
SV00769;007;8.87
SV00372;013;4.25
SV00662;002;9.05
SV01891;018;9.33
SV01918;010;8.23
SV01980;002;4.84
SV00979;011;9.09
SV00731;007;5.49
SV01225;011;8.38
SV00299;004;5.36
SV01495;009;4.25
SV01111;005;7.08
SV01105;014;6.06
SV00061;006;5.73
SV00859;007;7.27
SV02107;007;9.62
SV00046;014;8.99
SV01849;001;8.40
SV00854;006;7.39
SV00268;003;7.47
SV01403;018;6.91
SV01668;007;5.75
SV01837;001;9.83
SV01440;018;6.90
SV00243;007;7.33
SV01853;004;8.57
SV01658;004;9.60
SV01234;003;6.98
SV00389;004;6.59
SV01949;011;6.70
SV01294;009;9.94
SV02101;005;6.48
SV01778;018;8.37
SV00795;007;4.58
SV02052;007;5.65
SV00968;002;9.84
SV00134;011;8.10
SV01838;009;7.09
SV01950;016;6.47
SV00693;010;8.08
SV00085;003;5.06
SV00328;009;4.33
SV00329;002;8.31
SV01453;004;7.82
SV01024;010;5.79
SV01727;004;5.11
SV00216;011;5.82
SV00173;011;9.42
SV01758;018;6.84
SV01458;006;7.72
SV00449;015;8.91
SV01666;006;6.19
SV00825;004;8.60
SV01848;005;4.61
SV01038;005;4.18
SV00676;011;6.46
SV01375;003;4.44
SV00178;010;7.68
SV00931;017;4.68
SV00321;018;9.36
SV01372;009;4.33
SV00593;014;7.59
SV00368;005;5.08
SV01986;006;7.90
SV01628;007;4.86
SV00621;003;5.98
SV01992;010;9.00
SV00011;011;4.42
SV01131;018;5.55
SV01667;010;4.29
SV01859;008;9.34
SV02093;003;5.32
SV00822;008;8.35
SV01376;015;8.96
SV00998;005;6.78
SV00921;009;5.79
SV01384;008;4.37
SV02050;003;5.56
SV01184;015;4.57
SV01891;013;4.84
SV01420;004;8.73
SV00346;004;6.34
SV00200;018;4.10
SV00758;011;6.97
SV00106;015;5.99
SV00661;006;8.84
SV01437;013;4.67
SV01606;007;7.73
SV01241;003;4.21
SV00474;010;4.50
SV01929;008;9.30
SV00009;009;6.35
SV00757;014;7.92
SV01642;002;5.41
SV01429;006;6.69
SV01500;009;4.30
SV00897;003;9.15
SV01785;007;8.10
SV00241;006;9.49
SV01827;014;5.77
SV00489;001;6.86
SV01652;004;5.41
SV01954;007;7.57
SV00943;004;7.50
SV00649;008;9.23
SV01274;006;9.04
SV00737;009;5.91
SV02044;008;5.53
SV00563;010;7.17
SV00710;016;4.88
SV01984;003;5.43
SV00671;017;4.71
SV02065;005;4.35
SV00063;005;6.40
SV00415;005;8.18
SV00781;010;6.63
SV00869;007;6.45
SV00795;008;4.03
SV00040;004;6.17
SV01355;016;8.45
SV00696;015;4.20
SV00671;015;5.00
SV02101;014;7.54
SV02110;003;5.24
SV00492;015;9.70
SV01255;004;6.78
SV00400;015;5.90
SV01064;007;8.03
SV01359;008;9.09
SV00691;016;5.31
SV01709;016;9.60
SV01950;006;4.50
SV00106;016;4.26
SV00742;008;9.09
SV01666;016;7.95
SV01571;005;6.54
SV01588;014;7.12
SV01458;015;6.17
SV00860;006;9.79
SV01643;018;5.90
SV00952;007;7.49
SV01816;007;7.41
SV01989;007;8.88
SV00040;015;8.86
SV00132;001;7.25
SV00347;008;4.40
SV00248;018;8.21
SV01760;009;8.26
SV00757;007;4.98
SV00860;008;7.27
SV00100;001;4.28
SV00353;004;4.98
SV00285;007;9.81
SV01791;003;6.72
SV00142;011;7.24
SV01691;015;6.67
SV00199;011;7.71
SV00674;015;7.97
SV01367;006;4.53
SV00521;007;9.92
SV00091;006;9.65
SV00710;006;4.21
SV00489;004;8.08
SV01782;008;9.39
SV00793;006;7.46
SV00624;004;8.29
SV00677;013;6.97
SV00498;006;6.77
SV01092;005;7.71
SV01733;013;5.69
SV01210;015;8.84
SV02105;009;6.09
SV00369;015;7.55
SV00718;014;5.01
SV00928;015;9.96
SV00135;017;4.84
SV00758;008;7.00
SV00510;005;6.98
SV02072;007;9.05
SV00816;004;8.44
